transaction_id,customer_code,product_code,sale_date,quantity,unit_price,discount,payment_method,currency,sales_channel,region
TXN001007,CUST0082,PROD0033,02-11-2024,2,-10,28.19,BANK_TRANSFER,PEN,MOBILE_APP,CENTRO
TXN001008,CUST0048,PROD0044,2024-12-09,2,40.29,32.46,CASH,PEN,ONLINE,ORIENTE
TXN001009,CUST0045,PROD0023,2024-01-28,5,98.03,43.04,DEBIT_CARD,EUR,ONLINE,NORTE
TXN001010,CUST0007,PROD0036,2024-03-03,6,256.79,15.4,BANK_TRANSFER,PEN,MOBILE_APP,CENTRO
TXN001011,CUST0003,PROD0020,2024-06-28,5,750.4,46.94,PAYPAL,EUR,PHONE,ORIENTE
TXN001012,CUST0008,PROD0045,2024-07-19,1,-10,7.26,CASH,PEN,ONLINE,NORTE
TXN001013,CUST0094,PROD0039,2024-10-18,6,227.4,43.49,BANK_TRANSFER,USD,MOBILE_APP,CENTRO
TXN001014,CUST0030,PROD0017,2024-05-22,3,1929.55,4.97,PAYPAL,EUR,ONLINE,NORTE
TXN001015,CUST0052,PROD0021,2024-10-26,6,1764.62,34.25,CRYPTO,PEN,PHONE,SUR
TXN001016,CUST0091,PROD0015,2024-03-27,7,151.41,44.35,CREDIT_CARD,PEN,STORE,NORTE
TXN001017,CUST0035,PROD0001,2024-05-02,6,192.73,25.21,CRYPTO,USD,STORE,CENTRO
TXN001018,CUST0001,PROD0002,2024-11-11,4,410.98,5.78,PAYPAL,EUR,STORE,SUR
TXN001019,CUST0014,PROD0015,2024-05-15,3,69.14,,,PEN,STORE,NORTE
TXN001020,CUST0096,PROD0043,2024-02-17,10,62.44,33.1,BANK_TRANSFER,EUR,MOBILE_APP,NORTE
TXN001013,CUST0003,PROD0040,2024-06-24,9,1418.22,26.96,PAYPAL,EUR,MOBILE_APP,SUR
TXN001022,CUST0083,PROD0027,2024-09-16,8,59.24,14.64,CRYPTO,USD,ONLINE,ORIENTE
TXN001023,CUST0016,PROD0030,2024-09-26,3,715.08,32.76,DEBIT_CARD,USD,STORE,NORTE
TXN001024,CUST0057,PROD0033,2024-06-02,5,1521.89,32.83,BANK_TRANSFER,PEN,STORE,NORTE
TXN001025,CUST0053,PROD0048,2024-05-16,3,1336.01,48.9,CASH,EUR,ONLINE,NORTE
TXN001026,CUST0075,PROD0010,2024-05-15,4,1413.71,22.53,CASH,EUR,ONLINE,CENTRO
TXN001027,CUST0067,PROD0010,2024-04-18,9,827.52,27.62,PAYPAL,PEN,PHONE,ORIENTE
TXN001028,CUST0076,PROD0002,2024-04-03,6,368.56,31.49,CREDIT_CARD,PEN,PHONE,ORIENTE
TXN001029,CUST0050,PROD0005,2024-12-11,5,1297.4,27.12,CREDIT_CARD,USD,ONLINE,SUR
TXN001030,CUST0020,PROD0040,2024-10-31,6,877.98,37.85,CASH,PEN,PHONE,SUR
TXN001031,CUST0031,PROD0018,2024-01-08,2,967.47,15.52,DEBIT_CARD,USD,ONLINE,CENTRO
TXN001032,CUST0022,PROD0008,2024-10-01,2,209.91,21.56,CASH,USD,ONLINE,NORTE
TXN001033,CUST0056,PROD0034,2024-10-27,8,1902.5,28.5,BANK_TRANSFER,USD,ONLINE,ORIENTE
TXN001034,CUST0037,PROD0012,2024-12-02,6,359.22,34.6,DEBIT_CARD,USD,PHONE,SUR
TXN001035,CUST0041,PROD0032,2024-06-19,4,1153.3,44.96,PAYPAL,EUR,MOBILE_APP,ORIENTE
TXN001036,CUST0068,PROD0032,2024-10-12,1,754.88,18.13,CREDIT_CARD,USD,STORE,ORIENTE
TXN001037,CUST0034,PROD0028,2024-08-02,8,296.32,21.06,CREDIT_CARD,EUR,ONLINE,ORIENTE
TXN001038,CUST0090,PROD0031,2024-01-15,8,80.5,4.19,BANK_TRANSFER,USD,MOBILE_APP,SUR
TXN001039,CUST0009,PROD0025,2024-08-24,8,1181.68,4.24,CREDIT_CARD,USD,MOBILE_APP,SUR
TXN001040,CUST0003,PROD0021,2024-01-17,8,1601.66,4.81,PAYPAL,EUR,ONLINE,NORTE
TXN001041,CUST0025,PROD0016,2024-08-25,6,1355.73,37.12,PAYPAL,EUR,ONLINE,CENTRO
TXN001042,CUST0067,PROD0047,2024-12-04,5,1461.33,21.93,CRYPTO,PEN,ONLINE,CENTRO
TXN001043,CUST0079,PROD0025,2024-09-13,8,1072.65,34.26,PAYPAL,EUR,MOBILE_APP,CENTRO
TXN001044,CUST0099,PROD0044,2024-07-04,10,507.73,6.75,PAYPAL,EUR,MOBILE_APP,NORTE
TXN001045,CUST0083,PROD0037,2024-05-25,10,1706.39,6.5,CREDIT_CARD,USD,STORE,CENTRO
TXN001046,CUST0067,PROD0049,2024-11-14,2,179.17,21.19,CREDIT_CARD,EUR,ONLINE,NORTE
TXN001047,CUST0008,PROD0024,2024-11-05,1,1565.99,34.69,CREDIT_CARD,USD,STORE,SUR
TXN001048,CUST0010,PROD0026,2024-10-06,1,756.75,6.86,PAYPAL,USD,MOBILE_APP,SUR
TXN001049,CUST0004,PROD0044,2024-11-23,9,868.31,7.73,BANK_TRANSFER,EUR,ONLINE,ORIENTE
TXN001050,CUST0012,PROD0040,2024-08-21,7,975.93,48.42,PAYPAL,EUR,STORE,CENTRO
TXN001051,CUST0086,PROD0013,2024-04-12,8,1434.81,2.69,DEBIT_CARD,PEN,MOBILE_APP,NORTE
TXN001052,CUST0018,PROD0047,2024-08-27,7,40.28,39.49,CRYPTO,USD,MOBILE_APP,NORTE
TXN001053,CUST0075,PROD0011,2024-03-23,5,629.37,49.98,CRYPTO,EUR,ONLINE,SUR
TXN001054,CUST0063,PROD0044,2024-04-21,7,313.32,36.32,CRYPTO,EUR,MOBILE_APP,ORIENTE
TXN001055,CUST0003,PROD0013,2024-07-30,6,718.56,9.75,BANK_TRANSFER,USD,ONLINE,SUR
TXN001056,CUST0015,PROD0038,2024-09-19,5,1084.34,32.04,DEBIT_CARD,PEN,ONLINE,CENTRO
TXN001057,CUST0016,PROD0008,20240530,6,1570.34,34.48,CASH,PEN,PHONE,ORIENTE
TXN001058,CUST0035,PROD0036,2024-07-23,4,335.96,24.4,PAYPAL,PEN,MOBILE_APP,NORTE
TXN001059,CUST0073,PROD0037,2024-06-23,1,1615.57,24.31,CASH,EUR,PHONE,ORIENTE
TXN001060,CUST0034,PROD0001,2024-06-09,9,1463.7,19.56,CREDIT_CARD,PEN,MOBILE_APP,ORIENTE
TXN001061,CUST0072,PROD0047,2024-07-30,3,1255.02,41.96,CREDIT_CARD,USD,ONLINE,NORTE
TXN001062,CUST0002,PROD0036,2024-02-26,4,771.46,2.42,PAYPAL,PEN,MOBILE_APP,ORIENTE
TXN001063,CUST0020,PROD0048,2024-12-25,5,369.77,28.59,DEBIT_CARD,PEN,STORE,SUR
TXN001064,CUST0052,PROD0002,2024-08-22,10,1057.19,44.56,BANK_TRANSFER,EUR,PHONE,CENTRO
TXN001065,CUST0066,PROD0020,2024-05-24,9,1944.68,39.97,CRYPTO,PEN,PHONE,CENTRO
TXN001066,CUST0045,PROD0009,2024-04-06,5,153.46,3.39,PAYPAL,USD,MOBILE_APP,CENTRO
TXN001067,CUST0056,PROD0026,2024-03-02,1,404.93,43.83,CASH,EUR,PHONE,NORTE
TXN001068,CUST0021,PROD0043,2024-07-21,9,1853.0,0.13,PAYPAL,PEN,MOBILE_APP,ORIENTE
TXN001069,CUST0084,PROD0028,2024-12-08,6,66.86,9.65,DEBIT_CARD,EUR,ONLINE,SUR
TXN001070,CUST0067,PROD0030,2024-06-15,5,1519.86,38.94,BANK_TRANSFER,USD,PHONE,CENTRO
TXN001071,CUST0067,PROD0042,2024-01-17,8,759.55,20.27,BANK_TRANSFER,EUR,MOBILE_APP,ORIENTE
TXN001072,CUST0018,PROD0026,2024-09-24,6,1085.88,29.08,CREDIT_CARD,PEN,PHONE,CENTRO
TXN001073,CUST0053,PROD0047,2024-07-29,8,866.67,4.78,CRYPTO,PEN,MOBILE_APP,SUR
TXN001074,CUST0008,PROD0037,2024-12-04,7,597.96,46.61,CREDIT_CARD,EUR,MOBILE_APP,NORTE
TXN001068,CUST0037,PROD0031,2024-06-12,8,1723.0,90.56,PAYPAL,USD,MOBILE_APP,SUR
TXN001076,CUST0013,PROD0011,2024-02-02,2,944.42,27.1,CREDIT_CARD,EUR,PHONE,NORTE
TXN001077,CUST0053,PROD0049,2024-12-29,10,394.55,38.35,DEBIT_CARD,USD,PHONE,ORIENTE
TXN001078,CUST0057,PROD0030,2024-03-19,9,1351.67,19.53,PAYPAL,EUR,STORE,NORTE
TXN001079,CUST0085,PROD0013,2024-12-24,4,1651.62,43.74,BANK_TRANSFER,EUR,MOBILE_APP,ORIENTE
TXN001080,CUST0063,PROD0014,2024-06-30,1,237.46,20.49,CREDIT_CARD,EUR,PHONE,ORIENTE
TXN001081,CUST0049,PROD0020,2024-06-27,5,280.36,12.87,BANK_TRANSFER,USD,ONLINE,ORIENTE
TXN001082,CUST0084,PROD0021,2024-04-02,2,1353.67,40.35,BANK_TRANSFER,PEN,MOBILE_APP,ORIENTE
TXN001083,CUST0054,PROD0033,2024-11-07,1,1624.14,27.9,BANK_TRANSFER,PEN,PHONE,CENTRO
TXN001084,CUST0034,PROD0017,2024-01-10,5,960.24,34.46,BANK_TRANSFER,PEN,ONLINE,CENTRO
TXN001085,CUST0044,PROD0030,2024-07-04,4,466.64,8.41,CRYPTO,PEN,PHONE,CENTRO
TXN001086,CUST0006,PROD0039,2024-11-13,6,1597.72,46.5,CRYPTO,USD,MOBILE_APP,ORIENTE
TXN001087,CUST0040,PROD0041,2024-06-23,6,1683.12,27.87,CREDIT_CARD,USD,STORE,NORTE
TXN001088,CUST0014,PROD0025,2024-03-28,9,983.56,36.18,PAYPAL,PEN,MOBILE_APP,NORTE
TXN001089,CUST0038,PROD0032,2024-08-20,2,1202.38,9.23,CASH,PEN,MOBILE_APP,NORTE
TXN001090,CUST0069,PROD0015,2024-12-06,3,450.89,8.75,CRYPTO,USD,ONLINE,NORTE
TXN001091,CUST0070,PROD0032,2024-06-28,7,1482.26,35.79,DEBIT_CARD,PEN,ONLINE,ORIENTE
TXN001092,CUST0065,PROD0033,2024-08-13,8,1612.99,49.84,CREDIT_CARD,PEN,STORE,CENTRO
TXN001093,CUST0099,PROD0001,2024-04-12,7,424.43,8.37,BANK_TRANSFER,PEN,STORE,ORIENTE
TXN001094,CUST0031,PROD0037,2024-12-30,4,236.28,,,PEN,PHONE,NORTE
TXN001095,CUST0058,PROD0049,2024-07-18,2,1133.9,20.42,CREDIT_CARD,EUR,ONLINE,SUR
TXN001096,CUST0031,PROD0023,2024-12-21,4,966.01,18.17,DEBIT_CARD,EUR,STORE,CENTRO
TXN001093,CUST0071,PROD0049,2024-02-11,4,978.52,,CREDIT_CARD,PEN,MOBILE_APP,NORTE
TXN001098,CUST0038,PROD0007,20240114,1,1374.47,47.75,CREDIT_CARD,PEN,STORE,CENTRO
TXN001099,CUST0062,PROD0028,2024-10-13,3,234.96,32.05,CREDIT_CARD,EUR,PHONE,SUR
TXN001100,CUST0055,PROD0005,2024-06-18,4,477.77,44.76,CASH,EUR,ONLINE,SUR
TXN001101,CUST0020,PROD0016,20240616,1,1931.22,40.02,PAYPAL,USD,MOBILE_APP,NORTE
TXN001102,CUST0018,PROD0034,2024-11-19,8,498.31,43.3,CRYPTO,USD,PHONE,ORIENTE
TXN001103,CUST0086,PROD0041,2024-11-21,9,175.26,41.05,CRYPTO,EUR,MOBILE_APP,NORTE
TXN001104,CUST0037,PROD0044,20241203,1,1118.26,14.82,CRYPTO,USD,PHONE,ORIENTE
TXN001105,CUST0064,PROD0020,2024-03-16,9,1539.92,28.52,PAYPAL,EUR,STORE,ORIENTE
TXN001106,CUST0043,PROD0033,2024-04-16,5,1664.25,9.01,CRYPTO,USD,PHONE,CENTRO
TXN001107,CUST0067,PROD0024,2024-08-12,7,1391.09,5.47,CRYPTO,EUR,ONLINE,CENTRO
TXN001108,CUST0044,PROD0045,2024-07-27,1,914.31,62.4,DEBIT_CARD,EUR,ONLINE,SUR
TXN001109,CUST0066,PROD0010,2024-06-23,10,1893.35,40.07,PAYPAL,EUR,MOBILE_APP,SUR
TXN001110,CUST0002,PROD0044,2024-07-26,9,1401.32,17.84,CREDIT_CARD,EUR,STORE,CENTRO
TXN001111,CUST0001,PROD0031,2024-03-29,8,1717.32,15.71,CASH,PEN,PHONE,NORTE
TXN001112,CUST0085,PROD0050,2024-07-04,2,659.8,5.72,CREDIT_CARD,PEN,PHONE,NORTE
TXN001113,CUST0025,PROD0036,2024-04-06,3,1838.6,34.86,BANK_TRANSFER,EUR,STORE,SUR
TXN001114,CUST0077,PROD0041,2024-07-27,6,1503.48,34.18,CASH,USD,STORE,NORTE
TXN001115,CUST0086,PROD0011,2024-06-01,9,523.12,45.75,CRYPTO,USD,PHONE,NORTE
TXN001116,CUST0077,PROD0047,2024-02-04,5,1994.81,16.94,DEBIT_CARD,PEN,MOBILE_APP,ORIENTE
TXN001117,CUST0094,PROD0032,2024-12-19,7,204.38,40.14,DEBIT_CARD,PEN,ONLINE,SUR
TXN001118,CUST0099,PROD0009,2024-04-12,2,662.76,9.3,PAYPAL,USD,ONLINE,SUR
TXN001119,CUST0055,PROD0048,2024-11-29,2,27.78,6.7,BANK_TRANSFER,EUR,MOBILE_APP,CENTRO
TXN001120,CUST0038,PROD0005,2024-12-17,10,559.6,43.51,DEBIT_CARD,PEN,MOBILE_APP,SUR
TXN001121,CUST0086,PROD0026,2024-05-03,10,857.67,4.83,CREDIT_CARD,USD,PHONE,CENTRO
TXN001122,CUST0096,PROD0014,2024-03-15,10,1046.9,33.97,DEBIT_CARD,USD,ONLINE,NORTE
TXN001123,CUST0092,PROD0036,2024-06-28,6,605.46,84.09,CRYPTO,USD,MOBILE_APP,CENTRO
TXN001124,CUST0067,PROD0046,2024-11-28,2,998.68,,CREDIT_CARD,EUR,STORE,CENTRO
TXN001125,CUST0039,PROD0004,2024-12-22,3,1175.03,9.67,CASH,PEN,PHONE,SUR
TXN001126,CUST0080,PROD0025,2024-05-21,10,1271.49,37.0,PAYPAL,EUR,PHONE,NORTE
TXN001127,CUST0056,PROD0010,2024-09-13,6,1679.87,26.59,BANK_TRANSFER,EUR,ONLINE,NORTE
TXN001128,CUST0057,PROD0003,2024-01-19,3,928.34,0.21,CREDIT_CARD,EUR,PHONE,CENTRO
TXN001129,CUST0065,PROD0037,2024-03-25,3,1814.9,2.65,BANK_TRANSFER,USD,PHONE,SUR
TXN001130,CUST0023,PROD0015,2024-04-19,7,1629.14,21.8,BANK_TRANSFER,PEN,MOBILE_APP,CENTRO
TXN001131,CUST0019,PROD0008,2024-10-07,4,708.61,12.28,PAYPAL,PEN,ONLINE,CENTRO
TXN001132,CUST0044,PROD0041,2024-08-27,5,908.34,42.45,PAYPAL,EUR,MOBILE_APP,CENTRO
TXN001133,CUST0097,PROD0022,2024-04-12,10,1417.51,47.83,DEBIT_CARD,USD,MOBILE_APP,SUR
TXN001134,CUST0056,PROD0045,2024-04-24,10,710.55,28.79,PAYPAL,PEN,MOBILE_APP,NORTE
TXN001135,CUST0065,PROD0021,05/06/2024,3,52.13,15.6,PAYPAL,USD,MOBILE_APP,CENTRO
TXN001136,CUST0017,PROD0013,2024-06-02,3,956.57,26.72,CRYPTO,PEN,MOBILE_APP,CENTRO
TXN001137,CUST0086,PROD0020,2024-12-27,8,1190.69,43.84,PAYPAL,USD,ONLINE,SUR
TXN001138,CUST0042,PROD0031,2024-05-27,6,430.18,36.28,CASH,PEN,STORE,ORIENTE
TXN001139,CUST0067,PROD0023,2024-10-30,6,1588.1,23.04,CREDIT_CARD,PEN,STORE,SUR
TXN001140,CUST0001,PROD0049,2024-08-16,2,473.06,49.88,BANK_TRANSFER,PEN,STORE,SUR
TXN001141,CUST0029,PROD0011,2024-12-28,5,1631.64,4.7,CRYPTO,EUR,STORE,NORTE
TXN001142,CUST0042,PROD0010,2024-04-23,6,1189.78,14.67,CASH,PEN,MOBILE_APP,ORIENTE
TXN001143,CUST0036,PROD0020,2024-11-30,5,1123.92,7.21,DEBIT_CARD,PEN,STORE,SUR
TXN001144,CUST0019,PROD0034,2024-04-17,5,911.88,20.31,DEBIT_CARD,USD,MOBILE_APP,NORTE
TXN001145,CUST0077,PROD0018,2024-09-10,4,1719.4,37.44,CREDIT_CARD,PEN,ONLINE,CENTRO
TXN001146,CUST0090,PROD0031,2024-09-16,10,1045.08,12.35,BANK_TRANSFER,PEN,ONLINE,NORTE
TXN001147,CUST0094,PROD0014,2024-10-16,1,491.4,25.32,BANK_TRANSFER,EUR,PHONE,SUR
TXN001148,CUST0100,PROD0030,2024-02-03,10,957.52,43.16,CRYPTO,PEN,ONLINE,ORIENTE
TXN001142,CUST0025,PROD0044,2024-03-06,5,702.75,,,USD,MOBILE_APP,CENTRO
TXN001150,CUST0006,PROD0037,2024-07-05,1,1016.73,9.98,CASH,EUR,PHONE,CENTRO
TXN001151,CUST0018,PROD0010,2024-12-31,1,10.79,19.56,CRYPTO,USD,STORE,SUR
TXN001152,CUST0038,PROD0032,2024-10-10,4,671.76,30.66,CASH,PEN,MOBILE_APP,ORIENTE
TXN001153,CUST0033,PROD0039,2024-08-16,1,1250.99,9.25,CRYPTO,EUR,MOBILE_APP,NORTE
TXN001154,CUST0053,PROD0011,2024-06-06,9,1677.98,69.48,DEBIT_CARD,PEN,PHONE,CENTRO
TXN001155,CUST0075,PROD0029,2024-01-02,6,514.23,29.07,PAYPAL,PEN,ONLINE,NORTE
TXN001156,CUST0023,PROD0047,2024-12-23,10,1850.69,9.15,DEBIT_CARD,PEN,STORE,CENTRO
TXN001157,CUST0088,PROD0042,2024-03-01,4,1175.45,5.93,CASH,PEN,ONLINE,NORTE
TXN001158,CUST0087,PROD0018,2024-03-08,8,1491.88,26.14,BANK_TRANSFER,PEN,STORE,CENTRO
TXN001150,CUST0048,PROD0011,2024-01-26,10,1066.05,53.46,CASH,EUR,MOBILE_APP,NORTE
TXN001160,CUST0017,PROD0032,2024-11-25,9,917.21,44.16,CRYPTO,EUR,STORE,NORTE
TXN001161,CUST0026,PROD0031,2024-12-04,10,1545.72,27.13,BANK_TRANSFER,USD,STORE,CENTRO
TXN001162,CUST0078,PROD0049,2024-04-09,10,1297.03,31.91,DEBIT_CARD,USD,ONLINE,CENTRO
TXN001163,CUST0013,PROD0016,2024-01-13,5,68.07,4.08,CREDIT_CARD,EUR,ONLINE,ORIENTE
TXN001164,CUST0025,PROD0027,2024-07-30,10,185.28,5.06,BANK_TRANSFER,PEN,STORE,SUR
TXN001165,CUST0040,PROD0017,2024-07-26,5,179.74,39.8,CRYPTO,EUR,STORE,ORIENTE
TXN001166,CUST0033,PROD0028,2024-06-04,1,419.77,32.57,CREDIT_CARD,PEN,MOBILE_APP,SUR
TXN001167,CUST0011,PROD0034,2024-04-22,10,712.6,6.06,BANK_TRANSFER,PEN,MOBILE_APP,CENTRO
TXN001168,CUST0046,PROD0006,2024-04-06,6,1186.12,8.79,CASH,PEN,ONLINE,ORIENTE
TXN001169,CUST0072,PROD0025,2024-12-06,1,1107.25,40.03,BANK_TRANSFER,EUR,MOBILE_APP,ORIENTE
TXN001170,CUST0027,PROD0047,2024-05-03,4,850.2,14.45,PAYPAL,PEN,ONLINE,CENTRO
TXN001171,CUST0092,PROD0042,01/07/2024,2,1600.13,0.77,CRYPTO,PEN,ONLINE,SUR
TXN001172,CUST0076,PROD0003,2024-01-12,1,340.56,38.8,DEBIT_CARD,PEN,PHONE,SUR
TXN001173,CUST0043,PROD0021,2024-07-19,4,1207.11,37.07,PAYPAL,USD,PHONE,CENTRO
TXN001174,CUST0053,PROD0017,2024-11-03,9,1520.64,11.24,PAYPAL,PEN,ONLINE,SUR
TXN001175,CUST0032,PROD0018,2024-05-14,9,1888.15,32.69,CRYPTO,PEN,STORE,ORIENTE
TXN001176,CUST0025,PROD0045,2024-04-15,9,609.87,45.89,DEBIT_CARD,PEN,ONLINE,ORIENTE
TXN001177,CUST0069,PROD0001,2024-04-18,6,1484.85,31.14,PAYPAL,EUR,STORE,CENTRO
TXN001178,CUST0022,PROD0031,2024-03-06,4,909.68,35.98,PAYPAL,PEN,ONLINE,ORIENTE
TXN001171,CUST0073,PROD0033,2024-09-05,4,210.49,,,PEN,MOBILE_APP,ORIENTE
TXN001180,CUST0047,PROD0034,2024-12-13,4,1020.39,38.45,CASH,USD,STORE,SUR
TXN001181,CUST0068,PROD0035,2024-09-05,3,738.66,36.32,PAYPAL,USD,STORE,SUR
TXN001182,CUST0080,PROD0021,2024-10-18,4,1377.81,26.48,PAYPAL,EUR,ONLINE,CENTRO
TXN001183,CUST0061,PROD0035,2024-06-10,5,1000.34,4.24,CRYPTO,USD,PHONE,ORIENTE
TXN001184,CUST0026,PROD0027,2024-04-21,6,62.89,38.07,DEBIT_CARD,PEN,ONLINE,ORIENTE
TXN001179,CUST0070,PROD0013,2024-07-26,1,1790.93,,,USD,ONLINE,SUR
TXN001186,CUST0095,PROD0010,2024-05-12,6,104.35,32.92,BANK_TRANSFER,PEN,PHONE,NORTE
TXN001187,CUST0062,PROD0020,2024-01-16,2,986.12,3.99,BANK_TRANSFER,EUR,STORE,NORTE
TXN001188,CUST0076,PROD0029,2024-10-30,4,817.17,0.79,DEBIT_CARD,EUR,MOBILE_APP,SUR
TXN001189,CUST0051,PROD0038,2024-05-09,1,377.8,16.37,BANK_TRANSFER,PEN,STORE,CENTRO
TXN001190,CUST0091,PROD0036,2024-08-30,2,169.92,62.26,DEBIT_CARD,PEN,MOBILE_APP,NORTE
TXN001191,CUST0059,PROD0046,2024-10-13,3,125.72,16.69,PAYPAL,USD,PHONE,SUR
TXN001192,CUST0076,PROD0017,2024-01-12,10,531.79,39.21,CRYPTO,USD,PHONE,SUR
TXN001193,CUST0053,PROD0042,2024-04-06,9,1639.79,11.59,PAYPAL,EUR,STORE,ORIENTE
TXN001194,CUST0092,PROD0020,2024-09-10,7,1184.51,16.74,PAYPAL,PEN,ONLINE,ORIENTE
TXN001195,CUST0053,PROD0035,2024-03-30,4,480.4,38.15,BANK_TRANSFER,PEN,MOBILE_APP,SUR
TXN001196,CUST0083,PROD0034,2024-01-25,2,465.34,37.1,CRYPTO,EUR,MOBILE_APP,NORTE
TXN001197,CUST0065,PROD0020,2024-12-10,5,848.4,5.35,CRYPTO,PEN,STORE,ORIENTE
TXN001198,CUST0006,PROD0035,2024-03-18,6,1770.69,20.03,DEBIT_CARD,EUR,MOBILE_APP,SUR
TXN001199,CUST0069,PROD0046,2024-08-17,6,264.58,23.22,PAYPAL,USD,MOBILE_APP,ORIENTE
TXN001200,CUST0028,PROD0006,2024-04-03,2,1928.56,8.42,CREDIT_CARD,EUR,ONLINE,NORTE
TXN001201,CUST0093,PROD0029,2024-12-29,9,-10,38.11,CRYPTO,EUR,STORE,NORTE
TXN001202,CUST0079,PROD0014,2024-10-07,7,914.6,31.15,BANK_TRANSFER,USD,MOBILE_APP,SUR
TXN001203,CUST0092,PROD0034,2024-02-10,9,1596.7,47.57,CREDIT_CARD,EUR,PHONE,SUR
TXN001204,CUST0018,PROD0018,2024-02-05,1,710.65,49.13,CASH,EUR,MOBILE_APP,ORIENTE
TXN001205,CUST0032,PROD0007,2024-03-19,5,943.95,47.27,CASH,USD,STORE,NORTE
TXN001206,CUST0070,PROD0032,2024-05-03,4,1275.49,44.63,DEBIT_CARD,USD,STORE,NORTE
TXN001207,CUST0030,PROD0010,2024-08-15,1,1885.26,13.3,PAYPAL,PEN,PHONE,NORTE
TXN001208,CUST0009,PROD0045,2024-12-11,2,1192.44,11.46,BANK_TRANSFER,PEN,PHONE,NORTE
TXN001209,CUST0072,PROD0004,2024-07-04,7,254.41,15.81,BANK_TRANSFER,PEN,PHONE,CENTRO
TXN001210,CUST0069,PROD0013,2024-07-15,2,757.17,39.97,DEBIT_CARD,EUR,PHONE,ORIENTE
TXN001211,CUST0089,PROD0008,2024-10-02,3,777.21,4.01,CASH,PEN,STORE,CENTRO
TXN001212,CUST0058,PROD0005,2024-11-27,4,48.1,8.22,CREDIT_CARD,PEN,PHONE,NORTE
TXN001213,CUST0038,PROD0013,2024-09-09,2,325.82,42.28,DEBIT_CARD,USD,PHONE,CENTRO
TXN001214,CUST0052,PROD0013,2024-04-24,7,788.71,28.44,DEBIT_CARD,USD,MOBILE_APP,ORIENTE
TXN001215,CUST0025,PROD0006,2024-11-21,6,238.27,20.75,DEBIT_CARD,PEN,ONLINE,CENTRO
TXN001216,CUST0065,PROD0016,2024-11-04,7,76.53,5.36,CREDIT_CARD,EUR,PHONE,CENTRO
TXN001217,CUST0073,PROD0034,2024-06-03,4,48.21,19.97,CRYPTO,EUR,PHONE,ORIENTE
TXN001218,CUST0025,PROD0008,2024-01-21,6,1077.84,33.25,PAYPAL,PEN,ONLINE,NORTE
TXN001219,CUST0042,PROD0018,2024-09-01,8,1225.3,25.69,CRYPTO,EUR,MOBILE_APP,SUR
TXN001220,CUST0027,PROD0022,2024-12-09,6,1314.61,30.64,CASH,USD,ONLINE,SUR
TXN001221,CUST0089,PROD0018,2024-01-22,3,671.59,27.13,CREDIT_CARD,USD,PHONE,CENTRO
TXN001222,CUST0022,PROD0004,2024-03-15,9,1716.67,16.61,CREDIT_CARD,EUR,STORE,ORIENTE
TXN001223,CUST0016,PROD0045,2024-10-22,4,387.77,19.97,BANK_TRANSFER,USD,STORE,NORTE
TXN001224,CUST0075,PROD0047,2024-06-24,3,1086.9,42.15,CASH,USD,PHONE,ORIENTE
TXN001225,CUST0023,PROD0018,2024-04-16,4,1401.29,36.56,DEBIT_CARD,EUR,STORE,ORIENTE
TXN001226,CUST0095,PROD0006,2024-02-18,5,1368.05,35.77,CASH,USD,PHONE,CENTRO
TXN001227,CUST0059,PROD0017,06-22-2024,1,774.21,42.95,CASH,USD,MOBILE_APP,ORIENTE
TXN001228,CUST0045,PROD0030,2024-10-18,8,1753.02,10.47,CRYPTO,PEN,STORE,CENTRO
TXN001229,CUST0018,PROD0011,09-05-2024,4,1652.52,19.72,CREDIT_CARD,USD,ONLINE,CENTRO
TXN001230,CUST0100,PROD0005,2024-03-13,4,1089.6,37.04,CASH,EUR,ONLINE,ORIENTE
TXN001231,CUST0044,PROD0002,2024-09-17,8,1755.82,10.36,PAYPAL,USD,MOBILE_APP,CENTRO
TXN001232,CUST0012,PROD0007,2024-10-16,4,965.65,11.45,DEBIT_CARD,EUR,ONLINE,ORIENTE
TXN001233,CUST0038,PROD0048,2024-01-06,10,993.09,24.81,DEBIT_CARD,EUR,PHONE,NORTE
TXN001234,CUST0002,PROD0050,2024-04-27,7,666.05,49.45,CREDIT_CARD,USD,STORE,SUR
TXN001235,CUST0017,PROD0003,2024-01-09,5,1249.43,26.45,CRYPTO,USD,MOBILE_APP,ORIENTE
TXN001236,CUST0055,PROD0047,2024-09-15,3,1581.16,2.23,DEBIT_CARD,EUR,MOBILE_APP,SUR
TXN001230,CUST0053,PROD0022,2024-12-08,10,1485.68,,CRYPTO,EUR,ONLINE,NORTE
TXN001238,CUST0083,PROD0026,2024-03-12,2,999999.99,30.68,DEBIT_CARD,PEN,PHONE,CENTRO
TXN001239,CUST0025,PROD0008,2024-02-20,7,1364.64,93.55,CASH,EUR,MOBILE_APP,ORIENTE
TXN001240,CUST0035,PROD0012,2024-11-22,9,1777.85,41.99,CASH,PEN,PHONE,NORTE
TXN001241,CUST0043,PROD0044,2024-06-17,4,1409.32,4.48,CREDIT_CARD,PEN,STORE,NORTE
TXN001242,CUST0022,PROD0009,2024-12-18,6,323.25,32.4,CREDIT_CARD,USD,ONLINE,SUR
TXN001242,CUST0067,PROD0050,2024-03-31,8,332.99,21.92,PAYPAL,EUR,STORE,SUR
